qc_section	group_name	feature_name	metric	value
per_feature	carcinoma_all	mutation_prevalence_NF1	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_NF1	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_NF1	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	n_unique_non_missing	20
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	raw_sd	0.139798458868673
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	imputed_value	0.0737237237237238
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_PIK3CA	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_PMS2	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_PMS2	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_PMS2	n_unique_non_missing	18
per_feature	carcinoma_all	mutation_prevalence_PMS2	raw_sd	0.0161758432730821
per_feature	carcinoma_all	mutation_prevalence_PMS2	imputed_value	0.00763213988944688
per_feature	carcinoma_all	mutation_prevalence_PMS2	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_PMS2	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_PMS2	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_POLE	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_POLE	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_POLE	n_unique_non_missing	20
per_feature	carcinoma_all	mutation_prevalence_POLE	raw_sd	0.036218061997911
per_feature	carcinoma_all	mutation_prevalence_POLE	imputed_value	0.0246943898712072
per_feature	carcinoma_all	mutation_prevalence_POLE	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_POLE	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_POLE	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_PTEN	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_PTEN	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_PTEN	n_unique_non_missing	20
per_feature	carcinoma_all	mutation_prevalence_PTEN	raw_sd	0.137897969763946
per_feature	carcinoma_all	mutation_prevalence_PTEN	imputed_value	0.0369912080755454
per_feature	carcinoma_all	mutation_prevalence_PTEN	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_PTEN	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_PTEN	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_RB1	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_RB1	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_RB1	n_unique_non_missing	19
per_feature	carcinoma_all	mutation_prevalence_RB1	raw_sd	0.04596411309815
per_feature	carcinoma_all	mutation_prevalence_RB1	imputed_value	0.0308686074894327
per_feature	carcinoma_all	mutation_prevalence_RB1	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_RB1	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_RB1	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_SMAD4	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_SMAD4	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_SMAD4	n_unique_non_missing	17
per_feature	carcinoma_all	mutation_prevalence_SMAD4	raw_sd	0.0560517199715813
per_feature	carcinoma_all	mutation_prevalence_SMAD4	imputed_value	0.0190107106127875
per_feature	carcinoma_all	mutation_prevalence_SMAD4	n_imputed_values	0
per_feature	carcinoma_all	mutation_prevalence_SMAD4	retained_for_group_tree	TRUE
per_feature	carcinoma_all	mutation_prevalence_SMAD4	drop_reason	
per_feature	carcinoma_all	mutation_prevalence_TERT	missing_fraction	0
per_feature	carcinoma_all	mutation_prevalence_TERT	n_missing_projects	0
per_feature	carcinoma_all	mutation_prevalence_TERT	n_unique_non_missing	18
