qc_section	project_id	project_code	metric	value
per_project	TCGA-DLBC	DLBC	missingness_immune_inflammatory_score	0
per_project	TCGA-DLBC	DLBC	missingness_interferon_gamma_score	0
per_project	TCGA-DLBC	DLBC	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-DLBC	DLBC	missingness_stromal_score	0
per_project	TCGA-DLBC	DLBC	missingness_epithelial_score	0
per_project	TCGA-DLBC	DLBC	missingness_EMT_score	0
per_project	TCGA-DLBC	DLBC	missingness_hypoxia_score	0
per_project	TCGA-DLBC	DLBC	missingness_cell_cycle_score	0
per_project	TCGA-DLBC	DLBC	missingness_DNA_repair_score	0
per_project	TCGA-DLBC	DLBC	missingness_angiogenesis_score	0
per_project	TCGA-DLBC	DLBC	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-DLBC	DLBC	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-ESCA	ESCA	n_samples	184
per_project	TCGA-ESCA	ESCA	median_proliferation_score	0.685502149260718
per_project	TCGA-ESCA	ESCA	median_immune_inflammatory_score	-0.215142545886055
per_project	TCGA-ESCA	ESCA	median_interferon_gamma_score	-0.162238940359596
per_project	TCGA-ESCA	ESCA	median_cytotoxic_t_cell_score	-0.225742264076186
per_project	TCGA-ESCA	ESCA	median_stromal_score	-0.206659908717456
per_project	TCGA-ESCA	ESCA	median_epithelial_score	0.0204753855127182
per_project	TCGA-ESCA	ESCA	median_EMT_score	-0.220665694863461
per_project	TCGA-ESCA	ESCA	median_hypoxia_score	-0.0723530022057427
per_project	TCGA-ESCA	ESCA	median_cell_cycle_score	0.652892648908731
per_project	TCGA-ESCA	ESCA	median_DNA_repair_score	0.80992910961078
per_project	TCGA-ESCA	ESCA	median_angiogenesis_score	-0.274529575658401
per_project	TCGA-ESCA	ESCA	median_lineage_or_tissue_PC1	-2.55215243543513
per_project	TCGA-ESCA	ESCA	median_lineage_or_tissue_PC2	1.50065685162974
per_project	TCGA-ESCA	ESCA	missingness_proliferation_score	0
per_project	TCGA-ESCA	ESCA	missingness_immune_inflammatory_score	0
per_project	TCGA-ESCA	ESCA	missingness_interferon_gamma_score	0
per_project	TCGA-ESCA	ESCA	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-ESCA	ESCA	missingness_stromal_score	0
per_project	TCGA-ESCA	ESCA	missingness_epithelial_score	0
per_project	TCGA-ESCA	ESCA	missingness_EMT_score	0
per_project	TCGA-ESCA	ESCA	missingness_hypoxia_score	0
per_project	TCGA-ESCA	ESCA	missingness_cell_cycle_score	0
per_project	TCGA-ESCA	ESCA	missingness_DNA_repair_score	0
per_project	TCGA-ESCA	ESCA	missingness_angiogenesis_score	0
per_project	TCGA-ESCA	ESCA	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-ESCA	ESCA	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-GBM	GBM	n_samples	160
per_project	TCGA-GBM	GBM	median_proliferation_score	-0.203870743632438
per_project	TCGA-GBM	GBM	median_immune_inflammatory_score	-0.264300421005049
per_project	TCGA-GBM	GBM	median_interferon_gamma_score	-0.266195996723098
per_project	TCGA-GBM	GBM	median_cytotoxic_t_cell_score	-0.276610567819816
per_project	TCGA-GBM	GBM	median_stromal_score	-0.339192998250273
per_project	TCGA-GBM	GBM	median_epithelial_score	-0.865218903342043
per_project	TCGA-GBM	GBM	median_EMT_score	0.237334195817087
per_project	TCGA-GBM	GBM	median_hypoxia_score	-0.0529509779219834
per_project	TCGA-GBM	GBM	median_cell_cycle_score	-0.208598153122095
per_project	TCGA-GBM	GBM	median_DNA_repair_score	-0.335395197228615
per_project	TCGA-GBM	GBM	median_angiogenesis_score	0.0588927748286293
per_project	TCGA-GBM	GBM	median_lineage_or_tissue_PC1	1.6031397563722
per_project	TCGA-GBM	GBM	median_lineage_or_tissue_PC2	0.131172967849674
per_project	TCGA-GBM	GBM	missingness_proliferation_score	0
per_project	TCGA-GBM	GBM	missingness_immune_inflammatory_score	0
per_project	TCGA-GBM	GBM	missingness_interferon_gamma_score	0
per_project	TCGA-GBM	GBM	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-GBM	GBM	missingness_stromal_score	0
per_project	TCGA-GBM	GBM	missingness_epithelial_score	0
per_project	TCGA-GBM	GBM	missingness_EMT_score	0
per_project	TCGA-GBM	GBM	missingness_hypoxia_score	0
per_project	TCGA-GBM	GBM	missingness_cell_cycle_score	0
per_project	TCGA-GBM	GBM	missingness_DNA_repair_score	0
per_project	TCGA-GBM	GBM	missingness_angiogenesis_score	0
per_project	TCGA-GBM	GBM	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-GBM	GBM	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-HNSC	HNSC	n_samples	501
per_project	TCGA-HNSC	HNSC	median_proliferation_score	0.449291907514976
per_project	TCGA-HNSC	HNSC	median_immune_inflammatory_score	-0.0700815237494783
per_project	TCGA-HNSC	HNSC	median_interferon_gamma_score	0.110124166328939
per_project	TCGA-HNSC	HNSC	median_cytotoxic_t_cell_score	-0.0745818521939742
per_project	TCGA-HNSC	HNSC	median_stromal_score	-0.13380448832649
per_project	TCGA-HNSC	HNSC	median_epithelial_score	-0.397573629697823
per_project	TCGA-HNSC	HNSC	median_EMT_score	-0.0108881063381609
per_project	TCGA-HNSC	HNSC	median_hypoxia_score	0.631482701664696
per_project	TCGA-HNSC	HNSC	median_cell_cycle_score	0.50789455926305
per_project	TCGA-HNSC	HNSC	median_DNA_repair_score	0.160189361965273
per_project	TCGA-HNSC	HNSC	median_angiogenesis_score	-0.32412114084804
per_project	TCGA-HNSC	HNSC	median_lineage_or_tissue_PC1	-2.61159301465851
per_project	TCGA-HNSC	HNSC	median_lineage_or_tissue_PC2	0.00377271625244588
per_project	TCGA-HNSC	HNSC	missingness_proliferation_score	0
per_project	TCGA-HNSC	HNSC	missingness_immune_inflammatory_score	0
per_project	TCGA-HNSC	HNSC	missingness_interferon_gamma_score	0
per_project	TCGA-HNSC	HNSC	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-HNSC	HNSC	missingness_stromal_score	0
per_project	TCGA-HNSC	HNSC	missingness_epithelial_score	0
per_project	TCGA-HNSC	HNSC	missingness_EMT_score	0
per_project	TCGA-HNSC	HNSC	missingness_hypoxia_score	0
per_project	TCGA-HNSC	HNSC	missingness_cell_cycle_score	0
per_project	TCGA-HNSC	HNSC	missingness_DNA_repair_score	0
per_project	TCGA-HNSC	HNSC	missingness_angiogenesis_score	0
per_project	TCGA-HNSC	HNSC	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-HNSC	HNSC	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-KICH	KICH	n_samples	66
per_project	TCGA-KICH	KICH	median_proliferation_score	-0.842558057632104
per_project	TCGA-KICH	KICH	median_immune_inflammatory_score	-0.284857774109124
per_project	TCGA-KICH	KICH	median_interferon_gamma_score	-0.486915166811939
per_project	TCGA-KICH	KICH	median_cytotoxic_t_cell_score	-0.251552568394453
per_project	TCGA-KICH	KICH	median_stromal_score	-0.425090471793627
per_project	TCGA-KICH	KICH	median_epithelial_score	-0.141856705603552
per_project	TCGA-KICH	KICH	median_EMT_score	-0.480076193293659
per_project	TCGA-KICH	KICH	median_hypoxia_score	-0.338686056479987
per_project	TCGA-KICH	KICH	median_cell_cycle_score	-0.85500912722874
per_project	TCGA-KICH	KICH	median_DNA_repair_score	-0.665137685522983
per_project	TCGA-KICH	KICH	median_angiogenesis_score	0.052839714884149
per_project	TCGA-KICH	KICH	median_lineage_or_tissue_PC1	3.60698219602964
per_project	TCGA-KICH	KICH	median_lineage_or_tissue_PC2	1.06396311488102
per_project	TCGA-KICH	KICH	missingness_proliferation_score	0
per_project	TCGA-KICH	KICH	missingness_immune_inflammatory_score	0
per_project	TCGA-KICH	KICH	missingness_interferon_gamma_score	0
per_project	TCGA-KICH	KICH	missingness_cytotoxic_t_cell_score	0
per_project	TCGA-KICH	KICH	missingness_stromal_score	0
per_project	TCGA-KICH	KICH	missingness_epithelial_score	0
per_project	TCGA-KICH	KICH	missingness_EMT_score	0
per_project	TCGA-KICH	KICH	missingness_hypoxia_score	0
per_project	TCGA-KICH	KICH	missingness_cell_cycle_score	0
per_project	TCGA-KICH	KICH	missingness_DNA_repair_score	0
per_project	TCGA-KICH	KICH	missingness_angiogenesis_score	0
per_project	TCGA-KICH	KICH	missingness_lineage_or_tissue_PC1	0
per_project	TCGA-KICH	KICH	missingness_lineage_or_tissue_PC2	0
per_project	TCGA-KIRC	KIRC	n_samples	368
per_project	TCGA-KIRC	KIRC	median_proliferation_score	-0.77133475401317
per_project	TCGA-KIRC	KIRC	median_immune_inflammatory_score	0.00720602007811377
per_project	TCGA-KIRC	KIRC	median_interferon_gamma_score	0.0280616222869182
per_project	TCGA-KIRC	KIRC	median_cytotoxic_t_cell_score	0.0919310057260259
per_project	TCGA-KIRC	KIRC	median_stromal_score	-0.0755232898128947
per_project	TCGA-KIRC	KIRC	median_epithelial_score	-0.586783291141377
per_project	TCGA-KIRC	KIRC	median_EMT_score	0.231727361065269
per_project	TCGA-KIRC	KIRC	median_hypoxia_score	1.70110207443573
per_project	TCGA-KIRC	KIRC	median_cell_cycle_score	-0.789843483960605
per_project	TCGA-KIRC	KIRC	median_DNA_repair_score	-0.45505688490466
per_project	TCGA-KIRC	KIRC	median_angiogenesis_score	3.09900584292032
per_project	TCGA-KIRC	KIRC	median_lineage_or_tissue_PC1	3.81502163247496
per_project	TCGA-KIRC	KIRC	median_lineage_or_tissue_PC2	-5.93027914587015
