project_id	project_code	cancer_name	disease_type	primary_site	broad_group	major_cancer_group	level2_group	lineage_notes	tmb_proxy_median_nonsynonymous_count	tmb_proxy_mean_nonsynonymous_count	tmb_proxy_median_total_mutation_count	tmb_proxy_mean_total_mutation_count	mutation_prevalence_TP53	mutation_prevalence_KRAS	mutation_prevalence_BRAF	mutation_prevalence_IDH1	mutation_prevalence_IDH2	mutation_prevalence_APC	mutation_prevalence_PTEN	mutation_prevalence_NF1	mutation_prevalence_SMAD4	mutation_prevalence_ARID1A	mutation_prevalence_ERBB2	mutation_prevalence_ALK	mutation_prevalence_MET	mutation_prevalence_MYC	mutation_prevalence_POLE	mutation_prevalence_MSH6	mutation_prevalence_PMS2	mutation_prevalence_BRCA1	mutation_prevalence_BRCA2	median_purity	median_ploidy	median_aneuploidy_score	median_arm_gain_count	median_arm_loss_count	median_total_arm_alteration_count	median_proliferation_score	median_immune_inflammatory_score	median_interferon_gamma_score	median_cytotoxic_t_cell_score	median_stromal_score	median_epithelial_score	median_EMT_score	median_hypoxia_score	median_cell_cycle_score	median_DNA_repair_score	median_angiogenesis_score	median_lineage_or_tissue_PC1	median_lineage_or_tissue_PC2
TCGA-LAML	LAML	Acute Myeloid Leukemia	Myeloid Leukemias	Hematopoietic and reticuloendothelial systems	Hematolymphoid	Hematolymphoid	myeloid	Leukemia; single-sample clonal analyses require special handling.	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186549	-0.707106781186548	-0.707106781186548	0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186544	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186547	0.707106781186548
TCGA-DLBC	DLBC	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	Mature B-Cell Lymphomas;Not Reported	Colon;Retroperitoneum and peritoneum;Heart, mediastinum, and pleura;Breast;Bones, joints and articular cartilage of other and unspecified sites;Lymph nodes;Small intestine;Stomach;Testis;Brain;Connective, subcutaneous and other soft tissues;Thyroid gland;Hematopoietic and reticuloendothelial systems;Other and unspecified major salivary glands	Hematolymphoid	Hematolymphoid	lymphoid	Limited TCGA hematolymphoid representation.	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186547	0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186546	0.707106781186548	0.707106781186548	-0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186548	-0.707106781186548	0.707106781186548	-0.707106781186548	-0.707106781186547	0.707106781186551	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186548	0.707106781186548	0.707106781186548	-0.707106781186547	-0.707106781186548	-0.707106781186548	-0.707106781186548
