project_id	project_code	cancer_name	disease_type	primary_site	broad_group	major_cancer_group	level2_group	lineage_notes	tmb_proxy_median_nonsynonymous_count	tmb_proxy_mean_nonsynonymous_count	tmb_proxy_median_total_mutation_count	tmb_proxy_mean_total_mutation_count	mutation_prevalence_TP53	mutation_prevalence_KRAS	mutation_prevalence_BRAF	mutation_prevalence_IDH1	mutation_prevalence_IDH2	mutation_prevalence_APC	mutation_prevalence_PTEN	mutation_prevalence_NF1	mutation_prevalence_SMAD4	mutation_prevalence_ARID1A	mutation_prevalence_ERBB2	mutation_prevalence_ALK	mutation_prevalence_MET	mutation_prevalence_MYC	mutation_prevalence_POLE	mutation_prevalence_MSH6	mutation_prevalence_PMS2	mutation_prevalence_BRCA1	mutation_prevalence_BRCA2	median_purity	median_ploidy	median_aneuploidy_score	median_arm_gain_count	median_arm_loss_count	median_total_arm_alteration_count	median_proliferation_score	median_immune_inflammatory_score	median_interferon_gamma_score	median_cytotoxic_t_cell_score	median_stromal_score	median_epithelial_score	median_EMT_score	median_hypoxia_score	median_cell_cycle_score	median_DNA_repair_score	median_angiogenesis_score	median_lineage_or_tissue_PC1	median_lineage_or_tissue_PC2
TCGA-LAML	LAML	Acute Myeloid Leukemia	Myeloid Leukemias	Hematopoietic and reticuloendothelial systems	Hematolymphoid	Hematolymphoid	myeloid	Leukemia; single-sample clonal analyses require special handling.	13	40.8785714285715	18	59.3785714285715	0.0642857142857143	0.0428571428571429	0	0.0357142857142857	0.0571428571428571	0.0285714285714286	0	0.0285714285714286	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.0142857142857143	0	0.0142857142857143	0.0142857142857143	0.00714285714285714	0.00714285714285714	0	0.0142857142857143	0.85	2	0	0	0	0	0.211930604877276	0.361179654125437	-0.281404310042486	0.163062992124591	-0.499021585185812	-0.912983409471186	0.264054521626806	-0.428046911939869	0.150015326930478	1.93801921555386	-0.365274609573371	-2.31810736899416	-0.901979291866999
TCGA-DLBC	DLBC	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	Mature B-Cell Lymphomas;Not Reported	Colon;Retroperitoneum and peritoneum;Heart, mediastinum, and pleura;Breast;Bones, joints and articular cartilage of other and unspecified sites;Lymph nodes;Small intestine;Stomach;Testis;Brain;Connective, subcutaneous and other soft tissues;Thyroid gland;Hematopoietic and reticuloendothelial systems;Other and unspecified major salivary glands	Hematolymphoid	Hematolymphoid	lymphoid	Limited TCGA hematolymphoid representation.	113	129.810810810811	176	210.378378378378	0.135135135135135	0.0540540540540541	0.027027027027027	0	0	0.027027027027027	0.027027027027027	0.0540540540540541	0	0.108108108108108	0	0	0.027027027027027	0.0810810810810811	0	0	0	0.0540540540540541	0	0.55	2.1	6	4	1	6	1.78839362899844	1.77397487795647	1.38353308201421	1.87657730929169	-0.336359695473646	-0.860534851365663	-0.275512985625056	-0.00378373578766563	1.67125839960067	1.38690487230165	-0.366435892292712	-8.42545071652619	-6.11148621449295
