qc_section	project_id	project_code	metric	value
per_project	TCGA-KIRC	KIRC	missingness_purity	0.127027027027027
per_project	TCGA-KIRC	KIRC	missingness_ploidy	0.127027027027027
per_project	TCGA-KIRC	KIRC	missingness_aneuploidy_score	0.0675675675675676
per_project	TCGA-KIRC	KIRC	missingness_fraction_genome_altered	1
per_project	TCGA-KIRC	KIRC	missingness_arm_gain_count	0.0675675675675676
per_project	TCGA-KIRC	KIRC	missingness_arm_loss_count	0.0675675675675676
per_project	TCGA-KIRC	KIRC	missingness_total_arm_alteration_count	0.0675675675675676
per_project	TCGA-KIRP	KIRP	n_samples	282
per_project	TCGA-KIRP	KIRP	median_purity	0.775
per_project	TCGA-KIRP	KIRP	median_ploidy	2.14
per_project	TCGA-KIRP	KIRP	median_aneuploidy_score	8
per_project	TCGA-KIRP	KIRP	median_fraction_genome_altered	NA
per_project	TCGA-KIRP	KIRP	missingness_purity	0.0638297872340425
per_project	TCGA-KIRP	KIRP	missingness_ploidy	0.0638297872340425
per_project	TCGA-KIRP	KIRP	missingness_aneuploidy_score	0.0319148936170213
per_project	TCGA-KIRP	KIRP	missingness_fraction_genome_altered	1
per_project	TCGA-KIRP	KIRP	missingness_arm_gain_count	0.0319148936170213
per_project	TCGA-KIRP	KIRP	missingness_arm_loss_count	0.0319148936170213
per_project	TCGA-KIRP	KIRP	missingness_total_arm_alteration_count	0.0319148936170213
per_project	TCGA-LAML	LAML	n_samples	140
per_project	TCGA-LAML	LAML	median_purity	0.85
per_project	TCGA-LAML	LAML	median_ploidy	2
per_project	TCGA-LAML	LAML	median_aneuploidy_score	0
per_project	TCGA-LAML	LAML	median_fraction_genome_altered	NA
per_project	TCGA-LAML	LAML	missingness_purity	0.5
per_project	TCGA-LAML	LAML	missingness_ploidy	0.5
per_project	TCGA-LAML	LAML	missingness_aneuploidy_score	0.171428571428571
per_project	TCGA-LAML	LAML	missingness_fraction_genome_altered	1
per_project	TCGA-LAML	LAML	missingness_arm_gain_count	0.171428571428571
