project_code	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
PAAD	0.209866757598617	0.282248465812064	0.153111856130841	0.235849093479302	0.180069519508922	0.279288183205021	0.321483254211277	0.203471031288818	0.189448801665209	0.163415773050806	0.188209841624969	0.20765733931704	0.18096181130974	0.233224532234464	0.198285562710437	0.164289769584615	0.214680575429969	0.242697729240672	0.151649427196376	0.203080023041616	0	0.18471756893601	0.15735496026851	0.23427040601996	0.174046107909721	0.360023489915172	0.219987355136804	0.251794267689366	0.183243732440885	0.232912531153843	0.472550639105262	0.268232283834066	0.19388015882691
PCPG	0.145193184006524	0.301293070954026	0.14879102901114	0.224163070341149	0.146177464818758	0.331048685396057	0.242809938019277	0.236420731561411	0.133430815617911	0.214461862836508	0.0880487599606421	0.147240659751015	0.126020377574783	0.133113011816974	0.0959293748434532	0.125669678098956	0.255287392910796	0.281586975677122	0.123987246865169	0.175268992224827	0.18471756893601	0	0.0665114606062657	0.289008823619865	0.148775927141299	0.360526295428488	0.259167409893002	0.179975976011519	0.0727716531176751	0.143272544103714	0.456865625278598	0.23953183827333	0.0672396627430511
PRAD	0.165862437993042	0.275174510808478	0.121857474168185	0.197413218643336	0.137875234099293	0.302049878953843	0.249257202287095	0.204217423699316	0.15283313943212	0.193220803637536	0.095570456409185	0.140419916081996	0.107607665400184	0.135118271240934	0.100506534997112	0.114543884859105	0.238454352652397	0.262836232734703	0.112521522012339	0.161844716118723	0.15735496026851	0.0665114606062657	0	0.25873406284248	0.157629841094279	0.366467109654535	0.235132341604352	0.189196387035308	0.0645914987608992	0.127690915800022	0.432551353772893	0.242214462209473	0.0908591967496391
READ	0.226681308568997	0.161473319585827	0.180772253917323	0.178527003859548	0.245934392050893	0.0875260437386375	0.329291431890387	0.134348816314863	0.252126563457229	0.177670980751817	0.253686217820879	0.329877196325723	0.238976154030303	0.292387286573926	0.288449768281396	0.221163160752229	0.181616536217107	0.179702789989245	0.254444384639409	0.160166875372364	0.23427040601996	0.289008823619865	0.25873406284248	0	0.249604542683865	0.30061720604323	0.133372428764662	0.262668506224767	0.299219307461654	0.300267849078889	0.37745132935293	0.208683334082721	0.305830286733576
SARC	0.158820264749057	0.248765181429204	0.109735858684925	0.200760589607347	0.179215914564075	0.290856839259137	0.262745029662759	0.194780489646312	0.121307447930945	0.168245974365688	0.152045585726411	0.193607922290031	0.165633786650971	0.168796177637951	0.16921555755218	0.139607659151146	0.223183498735694	0.230544115995538	0.144742933126248	0.150553200234417	0.174046107909721	0.148775927141299	0.157629841094279	0.249604542683865	0	0.311916432965227	0.215821746143501	0.201650108159293	0.179162082177477	0.20315047454297	0.439287834047419	0.194390005218882	0.158906910983315
SKCM	0.313302603199087	0.257203733129877	0.291248607035038	0.282808563679554	0.341017809705473	0.27228553667929	0.405439834355001	0.288553488819243	0.292808887634981	0.280319376990109	0.369873677105819	0.394063008342621	0.296583484615711	0.374230486272425	0.368429851001105	0.303721846107155	0.251926519410073	0.252730560323204	0.343885104395959	0.305724406715933	0.360023489915172	0.360526295428488	0.366467109654535	0.30061720604323	0.311916432965227	0	0.232114016465413	0.392316181418428	0.362353195057947	0.410474304617839	0.313715684433743	0.345892102847321	0.371203033685448
STAD	0.226394607066884	0.116174201200016	0.148602302133469	0.129369377700594	0.216445300210231	0.128326707837479	0.281106916019665	0.133220553233325	0.212205476156638	0.132456594862286	0.252275427218913	0.28573707291058	0.22214627087875	0.267909693828778	0.265619308747677	0.187680300243199	0.146237082357035	0.138665446062742	0.214030822901793	0.165342632558415	0.219987355136804	0.259167409893002	0.235132341604352	0.133372428764662	0.215821746143501	0.232114016465413	0	0.255996885514314	0.274546384605764	0.266875763439335	0.317641614040215	0.219843969891636	0.280339708176517
TGCT	0.168917869457678	0.271066926796183	0.176593933494098	0.194661452545485	0.209663356503679	0.321687447026286	0.208561015380828	0.174103062347688	0.225713483295132	0.196873545408723	0.160997514356766	0.243612758117768	0.205772805213039	0.167449106002646	0.244305859573677	0.207482812832614	0.24041313281609	0.217889111450627	0.193815384098356	0.162920501976185	0.251794267689366	0.179975976011519	0.189196387035308	0.262668506224767	0.201650108159293	0.392316181418428	0.255996885514314	0	0.197462660359344	0.165743834262857	0.53131922517419	0.180217301135307	0.182140704007938
THCA	0.181996238070168	0.31717274476643	0.156609859422902	0.235222037751669	0.160250095923834	0.335618549800498	0.272291437975638	0.245991930941849	0.171694866355039	0.227281243382431	0.120561710742766	0.159383818700003	0.136648169892438	0.142731659039762	0.129307073408682	0.148049136017273	0.27163345553378	0.301231766848874	0.121645398365163	0.203031644615819	0.183243732440885	0.0727716531176751	0.0645914987608992	0.299219307461654	0.179162082177477	0.362353195057947	0.274546384605764	0.197462660359344	0	0.143501543709495	0.466984461583293	0.278564375623944	0.0940747292181001
THYM	0.241578029779218	0.323257210397093	0.190836794034342	0.211204130980695	0.218414792349506	0.339506440550728	0.168225843067057	0.242416237568621	0.21936191468934	0.205790650696028	0.189980754724455	0.203549167210995	0.19235774087247	0.124005917879888	0.197147796922904	0.203730726177944	0.296756161332046	0.284538896238617	0.18072863080889	0.203976637137372	0.232912531153843	0.143272544103714	0.127690915800022	0.300267849078889	0.20315047454297	0.410474304617839	0.266875763439335	0.165743834262857	0.143501543709495	0	0.482807474504243	0.282639594470659	0.159423783260473
UCEC	0.452466832937169	0.339545774483472	0.391680588214063	0.361590114482233	0.420935697704643	0.316909961199838	0.510658361245406	0.411921423056219	0.388284960215318	0.424663065599729	0.476808576775002	0.500215001510894	0.392051522189051	0.433291280635104	0.431933959733359	0.380947513441666	0.391778936931926	0.410404435636212	0.444682585815555	0.408428986765175	0.472550639105262	0.456865625278598	0.432551353772893	0.37745132935293	0.439287834047419	0.313715684433743	0.317641614040215	0.53131922517419	0.466984461583293	0.482807474504243	0	0.417702591862999	0.473851586332467
UCS	0.190592676911884	0.203597023448716	0.173204050137841	0.210638200518755	0.229597721784412	0.244275577655854	0.300445857665398	0.155787628966958	0.196603797260058	0.190167380156677	0.203268533284521	0.303484804797679	0.229380603961407	0.237469425290983	0.242143019083984	0.213776418468345	0.213531963722363	0.184283173123672	0.254286981636583	0.141686446030634	0.268232283834066	0.23953183827333	0.242214462209473	0.208683334082721	0.194390005218882	0.345892102847321	0.219843969891636	0.180217301135307	0.278564375623944	0.282639594470659	0.417702591862999	0	0.24004292469903
UVM	0.155293321590347	0.319651086947274	0.164804534824012	0.23362526854457	0.12497821232353	0.347572878613795	0.261993139805649	0.249835666449509	0.156594269046136	0.223563162394371	0.111398578712605	0.145090701806589	0.124443527416587	0.136651310973607	0.122595543173464	0.131792921654359	0.284265260934263	0.30494962957362	0.111547601476831	0.190768933970368	0.19388015882691	0.0672396627430511	0.0908591967496391	0.305830286733576	0.158906910983315	0.371203033685448	0.280339708176517	0.182140704007938	0.0940747292181001	0.159423783260473	0.473851586332467	0.24004292469903	0
